image001.jpg,595.435,844.4478,-185.32742,611.2099,856.3202,-261.39032,621.87085,857.8726,-261.18314,632.2778,858.97235,-261.08228,576.23444,846.2844,-263.33377,564.7872,842.45514,-263.04233,553.7355,838.50604,-264.34415,653.7312,828.6624,-421.76578,541.55273,802.55804,-429.9911,616.67883,821.9177,-212.72562,583.86096,815.5918,-213.25621,749.23206,691.03784,-364.5317,463.3966,655.80786,-396.1771,925.23035,604.0008,-105.976906,432.4662,583.38446,-111.136185,900.6123,758.3031,-40.694004,408.83966,742.08075,-12.988703,930.5116,793.2477,-80.105095,374.28677,767.10626,-54.517323,884.5938,797.1128,-109.68936,397.8975,784.3104,-47.913395,861.8914,782.74005,-42.15942,418.7674,772.9595,-11.592511,761.95135,508.1435,-28.16349,643.5455,490.84842,29.655128,739.82227,486.45007,786.70886,657.0559,500.0214,799.7927,716.0443,430.89682,1572.5616,675.9014,465.4898,1587.4033,708.5499,403.17047,1662.4241,685.16595,446.9202,1679.0354,735.5819,493.78296,1698.5251,657.34204,491.61063,1714.1575
image002.jpg,368.2988,735.07465,-518.77356,342.3402,733.9441,-575.8831,343.70172,728.2021,-575.812,345.14948,722.3825,-576.16736,331.22363,738.51904,-524.56006,325.8515,737.41534,-524.1788,320.72647,736.3249,-524.3656,342.95398,674.9425,-697.30865,305.0034,690.93884,-461.87622,387.2647,693.9877,-545.67145,379.52396,703.07886,-476.4159,536.1317,519.13934,-639.9691,290.48373,516.1889,-357.13718,807.79004,512.36505,-577.2571,380.24582,483.3704,77.64635,779.0226,696.8979,-491.38293,382.82352,616.4292,322.6104,785.9834,735.88586,-557.21497,354.8584,634.4186,316.11346,730.0437,740.3477,-554.4644,364.26,662.10583,278.3952,715.0516,726.1729,-488.76315,385.06924,651.37006,312.81726,781.50256,391.66364,-131.99036,668.6768,379.62238,132.65016,918.523,360.18573,402.731,819.6815,360.96637,655.83923,1007.60504,303.35916,963.601,922.887,321.5418,1243.8777,1023.76526,271.5206,1024.2893,945.4392,291.7826,1310.0581,1031.8986,383.838,1036.2365,942.08685,398.59506,1329.0477
image003.jpg,246.33679,686.5283,-322.02664,216.12381,673.3383,-390.81052,217.76752,669.9807,-390.88635,219.43347,666.47345,-391.01776,209.43768,666.2183,-323.0858,206.70418,660.8243,-322.71732,204.26526,655.39087,-322.82117,237.60846,623.2273,-548.48083,214.94125,608.53436,-234.19098,284.50403,661.9454,-361.99817,277.8407,660.9528,-270.98993,472.7228,566.1848,-611.55664,361.1479,470.03503,-47.483715,733.8968,597.3293,-395.31018,579.6317,412.66235,287.08005,640.6896,741.6309,9.678803,504.48846,540.76447,531.3741,630.26697,779.9463,6.027239,475.81128,552.75055,571.9499,585.98926,779.335,16.809727,458.38824,585.1719,546.7874,586.9395,757.0762,23.84965,474.14105,576.2382,523.54987,861.50824,501.09393,-216.10861,796.3048,459.26495,217.49007,1132.3694,468.3899,208.87909,1060.0768,450.72583,580.4418,1351.2206,425.24,673.3264,1243.1963,418.64685,1003.548,1390.3066,388.66196,725.58075,1282.865,384.86804,1054.8167,1391.2412,527.33215,779.36633,1280.4648,533.3243,1122.5245
image004.jpg,155.27275,662.47565,98.841156,130.77759,648.0636,39.37881,130.862,645.0685,39.40099,130.84625,641.9266,39.51015,129.59007,643.8,102.69597,128.51654,639.5385,102.53023,127.635155,635.18085,102.33859,143.6885,611.51776,-140.17062,138.07376,603.2481,149.92361,184.08348,648.71576,47.332054,181.97192,647.4222,131.0002,285.05032,615.20233,-268.16052,291.76422,504.95477,251.37505,487.82254,632.53815,-196.4488,515.2422,474.65518,309.00595,390.24097,738.9078,49.236732,462.1164,595.1421,292.09836,367.34747,771.2376,39.325974,441.7837,609.16925,300.517,331.16776,763.1575,62.863422,420.60092,640.57227,262.61395,344.20883,748.9406,63.08147,432.2319,636.6338,271.2463,669.75964,603.97723,-176.31029,668.03064,537.6005,177.36768,929.985,619.8034,-31.934645,916.03687,558.2406,299.2578,1181.1256,619.153,128.07518,1138.4816,559.0919,476.31183,1226.3345,596.0441,140.9277,1185.4451,535.57635,490.40085,1210.738,715.3174,113.23093,1159.1149,655.56287,483.79706
image005.jpg,161.82014,530.0853,180.08064,141.28629,510.63992,126.94836,141.29819,507.1549,127.03378,141.22867,503.41293,127.136955,141.38065,507.6773,191.51147,141.24738,503.77844,191.32422,141.37093,499.83865,191.19249,155.8331,475.51187,-26.708963,154.7718,469.05838,266.08865,188.443,521.02563,135.5021,187.44626,520.8648,219.79515,276.9723,492.13116,-150.77818,310.79666,418.14624,371.85895,422.27322,551.27545,-262.31085,495.571,436.16144,517.277,333.8427,633.6223,-271.50833,433.9347,516.89215,698.00793,306.4987,653.2057,-309.68738,411.7312,525.4406,755.76294,284.7144,646.96655,-272.69687,390.88318,550.4623,734.621,300.23627,637.94666,-258.355,400.6136,549.8413,690.4335,632.39435,540.0705,-165.67108,639.4405,496.03094,166.23776,897.19617,576.64667,-171.15814,886.4436,545.0405,204.93553,1155.3038,590.23303,-158.11298,1118.166,560.77905,325.48645,1201.1206,572.2341,-161.9127,1164.8765,545.6703,334.89743,1184.3538,679.0844,-236.61104,1138.5837,641.49365,287.73767
image006.jpg,173.54324,495.74286,383.5197,156.62448,477.31607,323.47406,155.67676,475.5637,323.79745,154.64317,473.48032,323.8989,162.49542,470.76022,386.7491,165.16945,465.99252,386.46454,168.06348,461.32565,386.16077,170.95444,452.4591,128.06857,188.09814,435.92465,413.0522,194.11362,495.18454,322.8191,199.41597,490.71924,405.31174,262.67032,483.21915,-94.62138,336.9554,413.40912,510.86148,351.39096,592.669,-355.7066,474.09116,459.96002,791.6668,284.4561,640.54193,-451.11243,406.2931,517.39166,1167.6133,263.00095,643.9055,-487.7671,387.41827,516.6584,1261.6346,253.91833,638.5039,-444.27295,371.4653,537.56036,1241.0955,266.74042,636.01514,-436.09296,377.10626,539.72626,1167.3679,583.05634,572.2713,-189.62949,607.72876,521.92303,189.07915,836.2886,659.8761,-252.00818,842.13196,607.73816,116.54707,1081.747,740.08966,-370.30576,1066.0162,673.66797,111.626495,1126.6565,730.8668,-386.8245,1111.888,674.8423,107.821915,1100.3628,843.73175,-492.7745,1077.435,750.4441,38.911236
image007.jpg,265.17883,473.8899,590.2631,246.72092,459.44662,525.2377,244.33957,459.29654,525.1839,241.91719,458.79828,525.2774,256.48505,452.0386,576.2028,260.39825,447.56613,576.2945,264.59964,443.16885,575.914,253.64261,444.09897,277.31042,283.29636,422.24176,514.7068,282.13654,474.36035,513.90466,291.2108,468.75925,583.51935,328.75156,498.58273,81.3956,436.34613,377.97424,492.338,418.78046,636.7357,260.43994,594.416,403.41922,721.2383,367.13562,635.02216,690.12506,541.9248,468.55844,1061.2831,346.5854,642.9455,731.6996,528.1832,475.7982,1137.531,335.52942,624.2955,743.10535,509.81732,490.34326,1120.4524,349.61768,616.4073,706.8612,513.8883,488.5232,1058.9255,633.67896,601.1476,-149.41505,683.11975,524.5176,149.34528,878.48206,708.735,-186.45956,927.5908,619.4311,65.50693,1126.1252,793.63464,-377.97147,1183.114,693.907,-40.413124,1177.4413,786.2386,-398.87344,1232.6094,697.0339,-53.62165,1138.4218,888.42706,-406.3194,1205.4916,766.6373,-28.818089
image008.jpg,356.716,370.65115,901.973,340.86945,361.3188,840.1963,336.10306,363.50995,840.2168,331.40314,365.29715,840.16565,356.87213,352.13275,863.87915,362.9068,347.73123,864.03204,369.1336,343.54834,863.71466,333.68335,363.42233,588.8522,384.47696,333.34735,706.5817,360.60492,378.55746,821.47424,375.8147,369.83865,856.1402,352.8424,427.94916,379.2201,516.8079,336.72888,586.6096,362.68005,575.7244,574.45325,655.0339,414.76477,715.06116,350.48706,572.19586,973.23914,622.05225,479.6236,980.88104,339.3857,576.5267,1016.6568,614.62463,487.28424,1040.7461,346.39465,557.7508,1027.4231,597.6842,498.4331,1025.8231,359.0307,551.5583,985.8999,596.26746,496.6826,981.5105,563.0079,593.3884,-87.066574,653.969,532.02435,86.80881,724.4235,798.2798,-228.53258,835.78436,699.30316,-122.189186,925.88025,977.88873,-711.79016,1055.8282,866.1696,-505.14026,976.39404,990.59576,-762.27954,1095.6763,895.11395,-544.30426,914.8225,1071.3159,-746.2368,1070.4376,922.2494,-500.17856
image009.jpg,563.71606,238.18535,1536.002,551.0545,224.59433,1465.564,543.55664,224.64778,1465.5449,536.49805,224.38408,1465.3091,574.84204,224.26396,1476.9102,583.76917,223.70865,1477.0787,592.3582,223.57008,1477.188,528.94775,228.49467,1134.2395,604.75336,226.97389,1204.6884,554.3261,248.52333,1422.674,576.9335,247.46944,1442.84,461.5176,309.82617,818.676,703.5752,297.711,936.5939,390.32672,461.23535,991.26276,788.40295,460.524,992.39655,446.59683,522.20593,1382.643,737.7705,518.3061,1338.559,455.00308,533.6332,1439.4429,726.61163,528.42126,1424.6218,478.81946,526.27014,1452.5044,704.209,521.96063,1446.6796,484.00366,519.40576,1394.2455,702.70355,514.03107,1357.0824,526.681,530.6992,-26.473188,667.97754,523.0199,27.135124,514.52313,797.76575,-104.80132,714.628,764.0962,-199.35278,546.7427,1076.9318,-839.17816,720.1371,1044.7853,-1068.6854,566.3297,1124.801,-910.30164,711.9217,1103.7012,-1155.1166,508.15506,1143.46,-771.62103,738.85675,1090.8209,-1059.4891
image010.jpg,1162.773,604.1657,646.40955,1163.3395,585.15314,673.90405,1159.9135,581.6027,674.0384,1156.6792,578.2211,673.6654,1169.2712,590.33044,611.2645,1170.0128,590.06433,611.06805,1170.5745,589.6311,610.5968,1132.4917,561.7961,719.91394,1150.7487,579.983,442.1269,1139.4395,602.9237,661.8183,1144.4783,605.78253,582.002,979.8408,550.41034,714.4552,1112.8135,613.33673,102.28163,847.6924,558.5483,868.5522,1088.1813,686.18994,-331.20395,840.5389,615.81915,1033.3467,1136.8418,743.71277,-623.09546,838.8977,621.1723,1078.4387,1154.6351,752.5303,-665.35364,850.1983,634.38983,1049.2266,1143.2346,742.6387,-625.3564,855.35046,635.2838,1020.4916,1127.724,740.9153,-610.27155,753.6457,649.32983,187.28976,818.05786,689.0664,-186.87361,520.60724,785.6217,-90.07399,546.4047,826.98346,-372.51617,257.41815,847.6006,-391.83502,280.79654,891.0952,-766.5476,217.20569,842.3822,-432.39322,230.41187,872.6567,-803.8013,209.44553,897.3781,-558.4959,246.60583,972.0723,-951.978
